state_id,episode,seed,step,teacher_macro,candidate_macro,delta_reward,delta_cost_ratio,delta_success,beneficial,regret
ep0_step19_seed0,0,,19,decompose_shallow,repair,46.498684129093434,0.003030303030302939,1.0,1,0
ep0_step20_seed0,0,,20,submit,decompose_shallow,3.5210213335062726,-0.0015151515151515804,0.0,1,0
ep0_step20_seed0,0,,20,submit,direct_solve,-1.3136769852618109,-0.022727272727272707,0.0,0,1
ep0_step20_seed0,0,,20,submit,repair,-0.14039013316311255,-0.010606060606060619,0.0,0,1
ep0_step21_seed0,0,,21,decompose_shallow,direct_solve,-0.8019131523056604,-0.021212121212121238,0.0,0,1
ep1_step0_seed1,1,,0,research_context,direct_solve,141.20900919679107,-0.14318181818181813,0.0,1,0
ep1_step0_seed1,1,,0,research_context,verify,47.67791845720275,-0.006818181818181834,0.0,1,0
ep1_step0_seed1,1,,0,research_context,decompose_shallow,23.198835388820044,0.007575757575757569,0.0,1,0
ep1_step1_seed1,1,,1,direct_solve,research_context,41.40621075912189,-0.06363636363636366,0.0,1,0
ep1_step1_seed1,1,,1,direct_solve,decompose_shallow,22.603372899511328,0.0,0.0,1,0
ep1_step2_seed1,1,,2,direct_solve,research_context,47.39219624482962,-0.06363636363636366,0.0,1,0
ep1_step2_seed1,1,,2,direct_solve,decompose_shallow,22.57692788489885,0.0,0.0,1,0
ep1_step3_seed1,1,,3,direct_solve,repair,16.303653298500308,-0.009090909090909094,0.0,1,0
ep1_step3_seed1,1,,3,direct_solve,submit,222.79958678936214,0.1568181818181818,1.0,1,0
ep1_step3_seed1,1,,3,direct_solve,decompose_shallow,22.56049322469022,0.0,0.0,1,0
ep1_step4_seed1,1,,4,direct_solve,repair,0.16810073265779124,0.012121212121212144,0.0,1,0
ep1_step4_seed1,1,,4,direct_solve,research_context,90.50726375337561,-0.08484848484848478,0.0,1,0
ep1_step4_seed1,1,,4,direct_solve,submit,232.42587848061305,0.3068181818181818,1.0,1,0
ep1_step5_seed1,1,,5,research_context,submit,242.1846863276623,0.28409090909090906,1.0,1,0
ep1_step5_seed1,1,,5,research_context,direct_solve,7.994589207102166,0.0,0.0,1,0
ep1_step5_seed1,1,,5,research_context,decompose_shallow,22.5250422469839,0.0,0.0,1,0
ep1_step8_seed1,1,,8,direct_solve,submit,9.283013775692808,0.022727272727272763,0.0,1,0
ep1_step8_seed1,1,,8,direct_solve,decompose_shallow,14.377077815117445,0.021212121212121238,0.0,1,0
ep1_step8_seed1,1,,8,direct_solve,repair,12.662384026125693,0.012121212121212144,0.0,1,0
ep1_step9_seed1,1,,9,direct_solve,submit,3.288693908306726,0.022727272727272763,0.0,1,0
ep1_step9_seed1,1,,9,direct_solve,repair,6.66196784939649,0.012121212121212144,0.0,1,0
ep1_step9_seed1,1,,9,direct_solve,decompose_shallow,8.368955552549266,0.021212121212121238,0.0,1,0
ep1_step10_seed1,1,,10,decompose_shallow,repair,-1.7067620638551944,-0.009090909090909094,0.0,0,1
ep1_step10_seed1,1,,10,decompose_shallow,submit,223.1696798978289,0.13484848484848488,1.0,1,0
ep1_step11_seed1,1,,11,decompose_shallow,submit,-3.0315168389988116,0.001515151515151525,0.0,0,1
ep1_step11_seed1,1,,11,decompose_shallow,repair,-3.1758314406698958,-0.009090909090909094,0.0,0,1
ep2_step0_seed2,2,,0,research_context,verify,38.60573361198064,0.015909090909090873,0.0,1,0
ep2_step0_seed2,2,,0,research_context,direct_solve,81.22506889339489,-0.04621212121212126,1.0,1,0
ep2_step0_seed2,2,,0,research_context,decompose_shallow,96.74152844355763,-0.017424242424242453,1.0,1,0
ep2_step1_seed2,2,,1,direct_solve,decompose_shallow,0.3380925770716843,0.0037878787878788955,0.0,1,0
ep2_step1_seed2,2,,1,direct_solve,research_context,-23.80284459287627,0.0037878787878788955,0.0,0,1
ep2_step2_seed2,2,,2,direct_solve,decompose_shallow,0.30083627217502595,0.0037878787878788955,0.0,1,0
ep2_step2_seed2,2,,2,direct_solve,research_context,67.5036921097332,-0.04621212121212115,1.0,1,0
ep2_step3_seed2,2,,3,direct_solve,research_context,14.882321028403915,-0.03712121212121211,0.0,1,0
ep2_step3_seed2,2,,3,direct_solve,repair,0.17284188016571989,0.012121212121212088,0.0,1,0
ep2_step3_seed2,2,,3,direct_solve,submit,118.23569896378677,0.44999999999999996,1.0,1,0
ep2_step4_seed2,2,,4,direct_solve,repair,0.17044061546727107,0.012121212121212088,0.0,1,0
ep2_step4_seed2,2,,4,direct_solve,decompose_shallow,0.2571388054592205,0.0037878787878787845,0.0,1,0
ep2_step4_seed2,2,,4,direct_solve,submit,128.5626285654552,0.42727272727272725,1.0,1,0
ep2_step5_seed2,2,,5,direct_solve,submit,132.63154047997318,0.3939393939393939,1.0,1,0
ep2_step5_seed2,2,,5,direct_solve,research_context,77.25951733107507,-0.04621212121212126,1.0,1,0
ep2_step5_seed2,2,,5,direct_solve,repair,10.550852862819966,0.033333333333333326,0.0,1,0
ep2_step6_seed2,2,,6,research_context,decompose_shallow,-33.0448683787572,0.0674242424242425,0.0,0,1
ep2_step6_seed2,2,,6,research_context,submit,73.37582723762186,0.24318181818181822,1.0,1,0
ep2_step6_seed2,2,,6,research_context,direct_solve,7.40035423073428,-0.03863636363636358,0.0,1,0
ep2_step7_seed2,2,,7,research_context,decompose_shallow,7.564279741665061,0.08484848484848484,0.0,1,0
ep2_step7_seed2,2,,7,research_context,repair,25.27517877470244,-0.007575757575757569,0.0,1,0
ep2_step7_seed2,2,,7,research_context,submit,141.01687888085598,0.34469696969696967,1.0,1,0
ep2_step9_seed2,2,,9,direct_solve,decompose_shallow,-23.386343603967873,0.0636363636363636,0.0,0,1
ep2_step9_seed2,2,,9,direct_solve,repair,14.161991250031761,0.012121212121212088,0.0,1,0
ep2_step9_seed2,2,,9,direct_solve,submit,23.28438562234726,0.022727272727272707,0.0,1,0
ep2_step10_seed2,2,,10,direct_solve,submit,137.5530080921811,0.24090909090909096,1.0,1,0
ep2_step10_seed2,2,,10,direct_solve,repair,18.661573999775413,0.0121212121212122,0.0,1,0
ep2_step10_seed2,2,,10,direct_solve,decompose_shallow,-15.39891764041144,0.06363636363636371,0.0,0,1
ep2_step11_seed2,2,,11,direct_solve,repair,27.043306723033254,0.033333333333333326,0.0,1,0
ep2_step11_seed2,2,,11,direct_solve,decompose_shallow,5.115390787860036,0.0636363636363636,0.0,1,0
ep2_step11_seed2,2,,11,direct_solve,submit,13.283952182809855,0.022727272727272707,0.0,1,0
ep2_step12_seed2,2,,12,direct_solve,submit,15.67159228584319,0.043939393939393945,0.0,1,0
ep2_step12_seed2,2,,12,direct_solve,decompose_shallow,1.3653933693575198,0.021212121212121127,0.0,1,0
ep2_step12_seed2,2,,12,direct_solve,repair,8.660744927667295,0.012121212121212088,0.0,1,0
ep2_step13_seed2,2,,13,decompose_shallow,submit,0.9251747121828657,0.0015151515151514694,0.0,1,0
ep2_step13_seed2,2,,13,decompose_shallow,repair,4.295761270909537,-0.00909090909090915,0.0,1,0
ep2_step14_seed2,2,,14,direct_solve,submit,-2.700309881444724,0.022727272727272818,0.0,0,1
ep2_step14_seed2,2,,14,direct_solve,decompose_shallow,-3.968108343825719,0.0,0.0,0,1
ep2_step14_seed2,2,,14,direct_solve,repair,-7.205455950570212,-0.009090909090909038,0.0,0,1
ep2_step15_seed2,2,,15,direct_solve,decompose_shallow,10.382148127348849,0.021212121212121127,0.0,1,0
ep2_step16_seed2,2,,16,direct_solve,repair,4.659081284151171,0.012121212121212088,0.0,1,0
ep2_step16_seed2,2,,16,direct_solve,submit,1.290641718967123,0.022727272727272707,0.0,1,0
ep2_step16_seed2,2,,16,direct_solve,decompose_shallow,6.350250390391459,0.021212121212121127,0.0,1,0
ep2_step17_seed2,2,,17,decompose_shallow,repair,-1.6907611147856016,-0.00909090909090915,0.0,0,1
ep2_step17_seed2,2,,17,decompose_shallow,submit,98.5490306670628,0.04999999999999993,1.0,1,0
ep2_step18_seed2,2,,18,decompose_shallow,repair,-3.1609506258767226,-0.00909090909090915,0.0,0,1
ep2_step18_seed2,2,,18,decompose_shallow,submit,-3.019685679258714,0.0015151515151514694,0.0,0,1
ep3_step0_seed3,3,,0,research_context,direct_solve,0.8971384180489252,-0.017424242424242453,0.0,1,0
ep3_step0_seed3,3,,0,research_context,decompose_shallow,-4.40257083753508,0.009090909090909038,0.0,0,1
ep3_step0_seed3,3,,0,research_context,verify,52.09233305517842,0.02651515151515149,1.0,1,0
ep3_step1_seed3,3,,1,direct_solve,research_context,-56.26461537615166,0.040909090909091006,0.0,0,1
ep3_step1_seed3,3,,1,direct_solve,decompose_shallow,-12.654359967603106,0.040909090909091006,0.0,0,1
ep3_step2_seed3,3,,2,direct_solve,decompose_shallow,-4.825141528380982,0.0015151515151514694,0.0,0,1
ep3_step2_seed3,3,,2,direct_solve,research_context,-38.46451625944089,0.0,0.0,0,1
ep3_step3_seed3,3,,3,direct_solve,research_context,-22.103256424962076,0.021212121212121127,0.0,0,1
ep3_step3_seed3,3,,3,direct_solve,decompose_shallow,-5.468822968345663,0.021212121212121127,0.0,0,1
ep3_step3_seed3,3,,3,direct_solve,repair,-11.221600526418463,-0.007575757575757569,0.0,0,1
ep3_step4_seed3,3,,4,direct_solve,research_context,-19.478747163584757,0.0,0.0,0,1
ep3_step4_seed3,3,,4,direct_solve,repair,0.1690082653090883,0.0121212121212122,0.0,1,0
ep3_step4_seed3,3,,4,direct_solve,submit,115.47125829760182,0.4840909090909091,1.0,1,0
ep3_step5_seed3,3,,5,direct_solve,submit,121.30963788915834,0.4507575757575758,1.0,1,0
ep3_step5_seed3,3,,5,direct_solve,repair,11.559690818483304,0.03181818181818186,0.0,1,0
ep3_step5_seed3,3,,5,direct_solve,research_context,-13.486707155306902,0.0,0.0,0,1
ep3_step6_seed3,3,,6,research_context,repair,-5.654740557016169,-0.007575757575757569,0.0,0,1
ep3_step6_seed3,3,,6,research_context,submit,85.78040251875922,0.35151515151515145,1.0,1,0
ep3_step6_seed3,3,,6,research_context,direct_solve,3.8533358720904403,0.021212121212121127,0.0,1,0
ep3_step8_seed3,3,,8,direct_solve,repair,20.48164043734691,0.053030303030303094,0.0,1,0
ep3_step8_seed3,3,,8,direct_solve,submit,-42.02533396069104,0.12196969696969695,0.0,0,1
ep3_step8_seed3,3,,8,direct_solve,decompose_shallow,-7.311309201275648,0.06060606060606066,0.0,0,1
ep3_step9_seed3,3,,9,direct_solve,repair,20.73986998543188,-0.007575757575757569,0.0,1,0
ep3_step9_seed3,3,,9,direct_solve,decompose_shallow,4.900508552703442,0.019696969696969657,0.0,1,0
ep3_step9_seed3,3,,9,direct_solve,submit,-25.300949906456367,0.08106060606060606,0.0,0,1
ep3_step10_seed3,3,,10,direct_solve,repair,36.054149007928956,0.03181818181818186,0.0,1,0
ep3_step10_seed3,3,,10,direct_solve,submit,-17.872638270109988,0.10075757575757582,0.0,0,1
ep3_step10_seed3,3,,10,direct_solve,decompose_shallow,12.307310711209794,0.039393939393939426,0.0,1,0
ep3_step11_seed3,3,,11,direct_solve,decompose_shallow,7.160843332194176,0.06060606060606066,0.0,1,0
ep3_step11_seed3,3,,11,direct_solve,submit,125.65819839141407,0.2681818181818182,1.0,1,0
ep3_step11_seed3,3,,11,direct_solve,repair,32.053734428161405,0.03181818181818186,0.0,1,0
ep3_step12_seed3,3,,12,direct_solve,decompose_shallow,-6.014271538717054,0.0818181818181819,0.0,0,1
ep3_step12_seed3,3,,12,direct_solve,repair,22.053320251098143,0.03181818181818186,0.0,1,0
ep3_step12_seed3,3,,12,direct_solve,submit,110.98151291691933,0.23484848484848486,1.0,1,0
ep3_step13_seed3,3,,13,decompose_shallow,submit,81.395460708925,0.18181818181818177,1.0,1,0
ep3_step13_seed3,3,,13,decompose_shallow,repair,13.301690805521293,-0.00909090909090915,0.0,1,0
ep3_step14_seed3,3,,14,direct_solve,submit,3.2004559792034684,0.06363636363636371,0.0,1,0
ep3_step14_seed3,3,,14,direct_solve,repair,7.025556986680293,0.053030303030303094,0.0,1,0
ep3_step14_seed3,3,,14,direct_solve,decompose_shallow,2.682919516753131,0.06060606060606066,0.0,1,0
ep3_step15_seed3,3,,15,direct_solve,decompose_shallow,9.819146764412267,0.040909090909090895,0.0,1,0
ep3_step16_seed3,3,,16,direct_solve,repair,16.051657225718678,0.03181818181818186,0.0,1,0
ep3_step16_seed3,3,,16,direct_solve,decompose_shallow,-2.9852259880559657,0.0,0.0,0,1
ep3_step16_seed3,3,,16,direct_solve,submit,66.1438166592422,0.018939393939393923,1.0,1,0
ep3_step17_seed3,3,,17,decompose_shallow,repair,-8.040512202800514,-0.030303030303030387,0.0,0,1
ep3_step17_seed3,3,,17,decompose_shallow,submit,67.04531858983059,0.0696969696969697,1.0,1,0
ep3_step18_seed3,3,,18,direct_solve,decompose_shallow,5.10702285098958,-0.0015151515151514694,0.0,1,0
ep3_step18_seed3,3,,18,direct_solve,submit,11.40647613226038,0.01969696969696977,0.0,1,0
ep3_step18_seed3,3,,18,direct_solve,repair,11.265209068083259,0.00909090909090915,0.0,1,0
ep3_step19_seed3,3,,19,direct_solve,decompose_shallow,11.392570129333812,0.01969696969696977,0.0,1,0
ep3_step20_seed3,3,,20,submit,decompose_shallow,22.051870671238742,-0.0015151515151514694,0.0,1,0
ep3_step20_seed3,3,,20,submit,repair,3.3655803506050006,-0.010606060606060619,0.0,1,0
ep3_step20_seed3,3,,20,submit,direct_solve,-1.2918413249667609,-0.022727272727272707,0.0,0,1
ep3_step21_seed3,3,,21,submit,research_context,4.930060135545684,-0.005303030303030254,0.0,1,0
ep3_step21_seed3,3,,21,submit,repair,3.3610491760447907,-0.010606060606060619,0.0,1,0
ep3_step21_seed3,3,,21,submit,decompose_shallow,5.016986534406531,-0.0015151515151514694,0.0,1,0
ep4_step0_seed4,4,,0,research_context,direct_solve,-39.45182983806636,0.04469696969696968,0.0,0,1
ep4_step0_seed4,4,,0,research_context,verify,79.35705505168201,0.04772727272727273,1.0,1,0
ep4_step0_seed4,4,,0,research_context,decompose_shallow,29.224818242672146,0.028787878787878696,0.0,1,0
ep4_step1_seed4,4,,1,direct_solve,decompose_shallow,-18.9461303751201,0.021212121212121238,0.0,0,1
ep4_step1_seed4,4,,1,direct_solve,research_context,-58.053711485900784,0.021212121212121238,0.0,0,1
ep4_step2_seed4,4,,2,direct_solve,research_context,-111.45846326258996,0.08484848484848484,0.0,0,1
ep4_step2_seed4,4,,2,direct_solve,decompose_shallow,-66.38641876603671,0.08484848484848484,0.0,0,1
ep4_step3_seed4,4,,3,direct_solve,submit,118.83296977573569,0.4977272727272727,1.0,1,0
ep4_step3_seed4,4,,3,direct_solve,decompose_shallow,-21.567641315925286,0.1045454545454545,0.0,0,1
ep4_step3_seed4,4,,3,direct_solve,research_context,-17.97116667502091,0.0,0.0,0,1
ep4_step4_seed4,4,,4,direct_solve,repair,-2.8211976577036495,0.0121212121212122,0.0,0,1
ep4_step4_seed4,4,,4,direct_solve,research_context,18.042741478401894,0.0,0.0,1,0
ep4_step4_seed4,4,,4,direct_solve,decompose_shallow,-61.970255836175866,0.1681818181818182,0.0,0,1
ep4_step5_seed4,4,,5,direct_solve,repair,-10.210908127829711,-0.009090909090909038,0.0,0,1
ep4_step5_seed4,4,,5,direct_solve,submit,115.74885113436477,0.4098484848484849,1.0,1,0
ep4_step5_seed4,4,,5,direct_solve,research_context,-48.73761952079367,0.040909090909091006,0.0,0,1
ep4_step6_seed4,4,,6,research_context,submit,134.90904898769617,0.3977272727272727,1.0,1,0
ep4_step6_seed4,4,,6,research_context,decompose_shallow,-70.76127514522702,0.12575757575757573,0.0,0,1
ep4_step6_seed4,4,,6,research_context,direct_solve,-24.417454907838263,0.06212121212121213,0.0,0,1
ep4_step8_seed4,4,,8,direct_solve,submit,126.40582406977741,0.3272727272727273,1.0,1,0
ep4_step8_seed4,4,,8,direct_solve,decompose_shallow,-25.663177180115312,0.10454545454545461,0.0,0,1
ep4_step8_seed4,4,,8,direct_solve,repair,2.2831163333841573,-0.009090909090909038,0.0,1,0
ep4_step9_seed4,4,,9,direct_solve,decompose_shallow,14.381328010858795,0.021212121212121238,0.0,1,0
ep4_step9_seed4,4,,9,direct_solve,repair,12.661994421968188,0.012121212121212088,0.0,1,0
ep4_step9_seed4,4,,9,direct_solve,submit,-30.640145132041113,0.06136363636363629,0.0,0,1
ep4_step10_seed4,4,,10,direct_solve,decompose_shallow,5.373175487380166,0.019696969696969657,0.0,1,0
ep4_step10_seed4,4,,10,direct_solve,submit,122.02588577639136,0.2818181818181818,1.0,1,0
ep4_step10_seed4,4,,10,direct_solve,repair,2.3887565868490697,0.05303030303030298,0.0,1,0
ep4_step11_seed4,4,,11,decompose_shallow,submit,112.13850260650874,0.20757575757575752,1.0,1,0
ep4_step11_seed4,4,,11,decompose_shallow,repair,14.674094641878753,0.012121212121212088,0.0,1,0
ep4_step12_seed4,4,,12,direct_solve,submit,8.970132793953212,0.0015151515151514694,0.0,1,0
ep4_step12_seed4,4,,12,direct_solve,decompose_shallow,-13.117781259460145,0.021212121212121238,0.0,0,1
ep4_step12_seed4,4,,12,direct_solve,repair,3.614367552448414,0.033333333333333326,0.0,1,0
ep4_step13_seed4,4,,13,direct_solve,decompose_shallow,-4.272822680892261,0.040909090909090895,0.0,0,1
ep4_step14_seed4,4,,14,direct_solve,decompose_shallow,3.357769614065546,0.019696969696969657,0.0,1,0
ep4_step14_seed4,4,,14,direct_solve,repair,4.659917952783445,0.012121212121212088,0.0,1,0
ep4_step14_seed4,4,,14,direct_solve,submit,105.8695735461991,0.16969696969696968,1.0,1,0
ep4_step15_seed4,4,,15,decompose_shallow,repair,48.87045512335688,-0.028787878787878696,1.0,1,0
ep4_step15_seed4,4,,15,decompose_shallow,submit,83.28217828649804,0.11515151515151517,1.0,1,0
ep4_step16_seed4,4,,16,direct_solve,submit,7.714827904584915,0.043939393939393945,0.0,1,0
ep4_step16_seed4,4,,16,direct_solve,decompose_shallow,13.722398742918621,0.040909090909090895,0.0,1,0
ep4_step16_seed4,4,,16,direct_solve,repair,10.529732511414167,0.031818181818181746,0.0,1,0
ep4_step17_seed4,4,,17,decompose_shallow,direct_solve,-10.379294604707916,-0.021212121212121127,0.0,0,1
ep4_step18_seed4,4,,18,direct_solve,repair,0.1693585463245526,0.010606060606060619,0.0,1,0
ep4_step18_seed4,4,,18,direct_solve,decompose_shallow,3.311156213465644,0.01969696969696977,0.0,1,0
ep4_step18_seed4,4,,18,direct_solve,submit,0.3106245428923202,0.021212121212121238,0.0,1,0
ep4_step20_seed4,4,,20,submit,repair,-0.1403895695780406,-0.010606060606060508,0.0,0,1
ep4_step20_seed4,4,,20,submit,decompose_shallow,2.994941473929469,-0.0015151515151514694,0.0,1,0
ep5_step0_seed5,5,,0,research_context,decompose_shallow,91.65414619181821,0.03712121212121211,1.0,1,0
ep5_step0_seed5,5,,0,research_context,direct_solve,71.35659410628875,-0.00909090909090915,1.0,1,0
ep5_step0_seed5,5,,0,research_context,verify,32.838750488523374,0.03560606060606064,0.0,1,0
ep5_step1_seed5,5,,1,direct_solve,research_context,-68.44897205609888,0.0,0.0,0,1
ep5_step1_seed5,5,,1,direct_solve,decompose_shallow,0.1843694589166489,0.0,0.0,0,0
ep5_step2_seed5,5,,2,direct_solve,research_context,5.991747262407188,0.0,0.0,1,0
ep5_step2_seed5,5,,2,direct_solve,decompose_shallow,-25.960627371156136,0.08333333333333326,0.0,0,1
ep5_step3_seed5,5,,3,direct_solve,research_context,-7.620243473389721,0.021212121212121238,0.0,0,1
ep5_step3_seed5,5,,3,direct_solve,submit,113.75020544951612,0.23712121212121212,1.0,1,0
ep5_step3_seed5,5,,3,direct_solve,repair,28.181822403920208,0.012121212121212088,0.0,1,0
ep5_step4_seed5,5,,4,direct_solve,decompose_shallow,-13.068785565869916,0.021212121212121238,0.0,0,1
ep5_step4_seed5,5,,4,direct_solve,research_context,-7.737898483558837,-0.040909090909090895,0.0,0,1
ep5_step4_seed5,5,,4,direct_solve,repair,5.799588386387427,-0.00909090909090915,0.0,1,0
ep5_step5_seed5,5,,5,direct_solve,repair,73.23023116731275,0.00303030303030305,1.0,1,0
ep5_step5_seed5,5,,5,direct_solve,research_context,16.114306864568903,-0.021212121212121238,0.0,1,0
ep5_step5_seed5,5,,5,direct_solve,submit,119.73845753158864,0.27045454545454545,1.0,1,0
ep5_step6_seed5,5,,6,research_context,decompose_shallow,-45.2565509230642,0.12575757575757573,0.0,0,1
ep5_step6_seed5,5,,6,research_context,submit,132.25303442244524,0.43106060606060603,1.0,1,0
ep5_step6_seed5,5,,6,research_context,direct_solve,1.6822519994458958,0.040909090909090895,0.0,1,0
ep5_step9_seed5,5,,9,direct_solve,submit,-42.56566597790308,0.12348484848484842,0.0,0,1
ep5_step9_seed5,5,,9,direct_solve,decompose_shallow,6.9763415737678685,0.08333333333333337,0.0,1,0
ep5_step9_seed5,5,,9,direct_solve,repair,29.041566389921897,0.033333333333333326,0.0,1,0
ep5_step10_seed5,5,,10,direct_solve,decompose_shallow,3.729278690968883,0.040909090909090895,0.0,1,0
ep5_step10_seed5,5,,10,direct_solve,repair,2.009354039160911,0.031818181818181746,0.0,1,0
ep5_step10_seed5,5,,10,direct_solve,submit,0.09491953190446623,0.017424242424242342,0.0,1,0
ep5_step11_seed5,5,,11,direct_solve,submit,-23.018959240987357,0.04015151515151516,0.0,0,1
ep5_step11_seed5,5,,11,direct_solve,repair,12.935071929729858,-0.028787878787878807,0.0,1,0
ep5_step11_seed5,5,,11,direct_solve,decompose_shallow,11.749199024536424,0.042424242424242475,0.0,1,0
ep5_step12_seed5,5,,12,decompose_shallow,repair,-1.4787209126958203,0.03181818181818186,0.0,0,1
ep5_step12_seed5,5,,12,decompose_shallow,submit,-28.65561371763522,0.05984848484848482,0.0,0,1
ep5_step13_seed5,5,,13,direct_solve,repair,14.93298917630458,0.05303030303030298,0.0,1,0
ep5_step13_seed5,5,,13,direct_solve,decompose_shallow,-17.391573936853874,0.06212121212121213,0.0,0,1
ep5_step13_seed5,5,,13,direct_solve,submit,-6.92204218983467,0.0636363636363636,0.0,0,1
