task_id,dataset_id,dataset_path,title,task_type,resolved_task_type,status,error_type,pass_rate,pass_at_final,attempt_count,strategy_used,fallback_path,stagnation_events,start_time,end_time,duration_seconds,tests_provided,tests_source,tests_path,router_rationale,router_heuristics,solver_used,solver_name,verifier_type,verifier_name,verifier_score,used_synthesized_tests,self_check_only,self_check_pass_rate,self_check_passed,memory_hint_count,memory_hints_retrieved,artifact_path,unit_test_report_path,deliverable_path,patch_path,repo_log_path,rubric_path,failure_signature,failing_tests,last_error,llm_calls_used,timed_out,timeout_reason,unit_test_success,deliverable_success
37515489-2139-4996-9fe6-4ed09ce637be,data_raw_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/raw/tasks.csv,test chlng,non_actionable,architecture_doc,completed_architecture_doc,success,0.0,False,0.0,,,0.0,2026-02-24T18:06:33.843859,2026-02-24T18:06:33.850444,0.006585,False,n/a,,Insufficient details to act on,missing_statement,architecture_doc,architecture_doc,rubric_architecture_doc,architecture_doc,100.0,False,False,0.0,False,3,3,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo_fix_openai,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_fix_openai/deliverables/37515489-2139-4996-9fe6-4ed09ce637be.md,,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_fix_openai/rubric/37515489-2139-4996-9fe6-4ed09ce637be_architecture_doc.json,,,,0.0,False,,False,True
e8231040-e63f-40c4-980c-eb815062aeec,data_raw_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/raw/tasks.csv,Topcoder Online Review - Logged out user is not shown as logged out in the uni nav on the List Project page,data_etl,data_etl,completed_data_etl,success,0.0,False,0.0,,,0.0,2026-02-24T18:06:34.043970,2026-02-24T18:06:34.047500,0.00353,False,n/a,,Mentions ETL/pipeline terminology,data_etl_keywords,data_etl,data_etl,rubric_data_etl,data_etl,100.0,False,False,0.0,False,3,3,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo_fix_openai,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_fix_openai/deliverables/e8231040-e63f-40c4-980c-eb815062aeec_etl.md,,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_fix_openai/rubric/e8231040-e63f-40c4-980c-eb815062aeec_data_etl.json,,,,0.0,False,,False,True
92515220-cce4-4bfb-9def-a941e03e148a,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,Topcoder Community App - Apply universal navigation to account settings page,api_backend,api_backend,completed_patch,success,0.0,False,0.0,,,0.0,2026-02-24T18:06:34.249649,2026-02-24T18:06:34.259076,0.009427,False,n/a,,Describes backend/API endpoints,api_keywords,repo_patch,repo_patch,rubric_repo_patch,repo_patch,69.0,False,False,0.0,False,3,3,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo_fix_openai,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_fix_openai/deliverables/92515220-cce4-4bfb-9def-a941e03e148a_patch.md,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_fix_openai/patches/92515220-cce4-4bfb-9def-a941e03e148a.diff,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_fix_openai/repo_logs/92515220-cce4-4bfb-9def-a941e03e148a.json,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_fix_openai/rubric/92515220-cce4-4bfb-9def-a941e03e148a_repo_patch.json,,,,0.0,False,,False,True
5bdc4e5f-4ea0-402e-ab20-f6cfd1a49a72,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,Topcoder O/R F2F - How to check the payment sent status,data_etl,data_etl,completed_data_etl,success,0.0,False,0.0,,,0.0,2026-02-24T18:06:34.454645,2026-02-24T18:06:34.456477,0.001832,False,n/a,,Mentions ETL/pipeline terminology,data_etl_keywords,data_etl,data_etl,rubric_data_etl,data_etl,100.0,False,False,0.0,False,3,3,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo_fix_openai,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_fix_openai/deliverables/5bdc4e5f-4ea0-402e-ab20-f6cfd1a49a72_etl.md,,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_fix_openai/rubric/5bdc4e5f-4ea0-402e-ab20-f6cfd1a49a72_data_etl.json,,,,0.0,False,,False,True
0c406e64-e1db-422b-ac9a-cdcf7523320f,challenge_data_challengeData_2025-06-01_2025-10-08_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page1.json,Topcoder Admin App - Consolidate Skills Manager,data_etl,data_etl,completed_data_etl,success,0.0,False,0.0,,,0.0,2026-02-24T18:06:34.659653,2026-02-24T18:06:34.661593,0.00194,False,n/a,,Mentions ETL/pipeline terminology,data_etl_keywords,data_etl,data_etl,rubric_data_etl,data_etl,100.0,False,False,0.0,False,3,3,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo_fix_openai,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_fix_openai/deliverables/0c406e64-e1db-422b-ac9a-cdcf7523320f_etl.md,,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_fix_openai/rubric/0c406e64-e1db-422b-ac9a-cdcf7523320f_data_etl.json,,,,0.0,False,,False,True
30377279,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,Test challenge 26_06,non_actionable,architecture_doc,completed_architecture_doc,success,0.0,False,0.0,,,0.0,2026-02-24T18:06:34.864693,2026-02-24T18:06:34.867715,0.003022,False,n/a,,Insufficient details to act on,missing_statement,architecture_doc,architecture_doc,rubric_architecture_doc,architecture_doc,100.0,False,False,0.0,False,3,3,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo_fix_openai,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_fix_openai/deliverables/30377279.md,,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_fix_openai/rubric/30377279_architecture_doc.json,,,,0.0,False,,False,True
305e0763-dd63-4883-9133-55504503953d,data_processed_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/processed/tasks.csv,Hard | Topcoder Skill Builder Competition | ReactJS  | Annotations,data_etl,data_etl,completed_data_etl,success,0.0,False,0.0,,,0.0,2026-02-24T18:06:35.066009,2026-02-24T18:06:35.098581,0.032572,False,n/a,,Mentions ETL/pipeline terminology,data_etl_keywords,data_etl,data_etl,rubric_data_etl,data_etl,100.0,False,False,0.0,False,3,3,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo_fix_openai,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_fix_openai/deliverables/305e0763-dd63-4883-9133-55504503953d_etl.md,,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_fix_openai/rubric/305e0763-dd63-4883-9133-55504503953d_data_etl.json,,,,0.0,False,,False,True
56b3df85-e4f4-40ab-a975-2a9e6810866e,data_raw_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/raw/tasks.csv,Topcoder Review API - Challenge and Resource API Integration,data_etl,data_etl,completed_data_etl,success,0.0,False,0.0,,,0.0,2026-02-24T18:06:35.267841,2026-02-24T18:06:35.270535,0.002694,False,n/a,,Mentions ETL/pipeline terminology,data_etl_keywords,data_etl,data_etl,rubric_data_etl,data_etl,100.0,False,False,0.0,False,3,3,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo_fix_openai,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_fix_openai/deliverables/56b3df85-e4f4-40ab-a975-2a9e6810866e_etl.md,,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_fix_openai/rubric/56b3df85-e4f4-40ab-a975-2a9e6810866e_data_etl.json,,,,0.0,False,,False,True
array_sum_stress,experiments_decomposition_benchmark_tasks.json,/Users/karanallagh/Desktop/DataCollector/experiments/decomposition/benchmark_tasks.json,Array Sum (stress),algo_coding,algo_coding,success,success,1.0,True,1.0,contract_first,contract_first,0.0,2026-02-24T18:06:35.470179,2026-02-24T18:06:35.474129,0.00395,True,provided,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_fix_openai/extracted_tests/array_sum_stress.json,Executable tests were provided,metadata_tests,algo_coding,algo_coding,unit_tests,unit_tests,100.0,False,False,0.0,False,3,3,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo_fix_openai,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_fix_openai/unit_tests/array_sum_stress.json,,,,,,,,2.0,False,,True,False
faa95748-8dbe-4d5b-87e1-b96d8073e31c,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,Topcoder Community App - 2 Round Challenge sporadically showing as 1 round,api_backend,api_backend,completed_patch,success,0.0,False,0.0,,,0.0,2026-02-24T18:06:35.671435,2026-02-24T18:06:35.674659,0.003224,False,n/a,,Describes backend/API endpoints,api_keywords,repo_patch,repo_patch,rubric_repo_patch,repo_patch,69.0,False,False,0.0,False,3,3,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo_fix_openai,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_fix_openai/deliverables/faa95748-8dbe-4d5b-87e1-b96d8073e31c_patch.md,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_fix_openai/patches/faa95748-8dbe-4d5b-87e1-b96d8073e31c.diff,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_fix_openai/repo_logs/faa95748-8dbe-4d5b-87e1-b96d8073e31c.json,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_fix_openai/rubric/faa95748-8dbe-4d5b-87e1-b96d8073e31c_repo_patch.json,,,,0.0,False,,False,True
155973f9-8d1b-41d2-b55f-7e7950552118,data_raw_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/raw/tasks.csv,Developer Opportunity for FICO Falcon Engineer,data_etl,data_etl,completed_data_etl,success,0.0,False,0.0,,,0.0,2026-02-24T18:06:35.874489,2026-02-24T18:06:35.877263,0.002774,False,n/a,,Mentions ETL/pipeline terminology,data_etl_keywords,data_etl,data_etl,rubric_data_etl,data_etl,100.0,False,False,0.0,False,3,3,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo_fix_openai,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_fix_openai/deliverables/155973f9-8d1b-41d2-b55f-7e7950552118_etl.md,,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_fix_openai/rubric/155973f9-8d1b-41d2-b55f-7e7950552118_data_etl.json,,,,0.0,False,,False,True
30377081,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,[GIG] Azure Integration Developer,api_backend,api_backend,completed_patch,success,0.0,False,0.0,,,0.0,2026-02-24T18:06:36.079544,2026-02-24T18:06:36.087308,0.007764,False,n/a,,Describes backend/API endpoints,api_keywords,repo_patch,repo_patch,rubric_repo_patch,repo_patch,69.0,False,False,0.0,False,3,3,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo_fix_openai,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_fix_openai/deliverables/30377081_patch.md,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_fix_openai/patches/30377081.diff,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_fix_openai/repo_logs/30377081.json,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_fix_openai/rubric/30377081_repo_patch.json,,,,0.0,False,,False,True
b0e66fb3-6bce-48c8-929f-9d8bebc76885,data_raw_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/raw/tasks.csv,Topcoder Community App - Remove perpetual scrolling on Activity Feed page while logged out,api_backend,api_backend,completed_patch,success,0.0,False,0.0,,,0.0,2026-02-24T18:06:36.282297,2026-02-24T18:06:36.291108,0.008811,False,n/a,,Describes backend/API endpoints,api_keywords,repo_patch,repo_patch,rubric_repo_patch,repo_patch,69.0,False,False,0.0,False,3,3,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo_fix_openai,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_fix_openai/deliverables/b0e66fb3-6bce-48c8-929f-9d8bebc76885_patch.md,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_fix_openai/patches/b0e66fb3-6bce-48c8-929f-9d8bebc76885.diff,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_fix_openai/repo_logs/b0e66fb3-6bce-48c8-929f-9d8bebc76885.json,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_fix_openai/rubric/b0e66fb3-6bce-48c8-929f-9d8bebc76885_repo_patch.json,,,,0.0,False,,False,True
30377290,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,"Native Language Specialists – Japanese, Korean, and French (3-Month GIG Contract)",api_backend,api_backend,completed_patch,success,0.0,False,0.0,,,0.0,2026-02-24T18:06:36.483723,2026-02-24T18:06:36.491521,0.007798,False,n/a,,Describes backend/API endpoints,api_keywords,repo_patch,repo_patch,rubric_repo_patch,repo_patch,69.0,False,False,0.0,False,3,3,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo_fix_openai,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_fix_openai/deliverables/30377290_patch.md,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_fix_openai/patches/30377290.diff,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_fix_openai/repo_logs/30377290.json,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_fix_openai/rubric/30377290_repo_patch.json,,,,0.0,False,,False,True
3f1b97ff-4c7e-48e9-a878-e179c630e018,data_raw_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/raw/tasks.csv,"Topcoder Community App - Universal Nav: Different ""type"" for /thrive path",api_backend,api_backend,completed_patch,success,0.0,False,0.0,,,0.0,2026-02-24T18:06:36.686907,2026-02-24T18:06:36.694234,0.007327,False,n/a,,Describes backend/API endpoints,api_keywords,repo_patch,repo_patch,rubric_repo_patch,repo_patch,69.0,False,False,0.0,False,3,3,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo_fix_openai,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_fix_openai/deliverables/3f1b97ff-4c7e-48e9-a878-e179c630e018_patch.md,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_fix_openai/patches/3f1b97ff-4c7e-48e9-a878-e179c630e018.diff,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_fix_openai/repo_logs/3f1b97ff-4c7e-48e9-a878-e179c630e018.json,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_fix_openai/rubric/3f1b97ff-4c7e-48e9-a878-e179c630e018_repo_patch.json,,,,0.0,False,,False,True
c8bb4b8f-d9c5-48d8-b37e-e165cf4cd5f6,data_raw_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/raw/tasks.csv,Test challenge,non_actionable,architecture_doc,completed_architecture_doc,success,0.0,False,0.0,,,0.0,2026-02-24T18:06:36.888381,2026-02-24T18:06:36.894502,0.006121,False,n/a,,Insufficient details to act on,missing_statement,architecture_doc,architecture_doc,rubric_architecture_doc,architecture_doc,100.0,False,False,0.0,False,3,3,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo_fix_openai,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_fix_openai/deliverables/c8bb4b8f-d9c5-48d8-b37e-e165cf4cd5f6.md,,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_fix_openai/rubric/c8bb4b8f-d9c5-48d8-b37e-e165cf4cd5f6_architecture_doc.json,,,,0.0,False,,False,True
7daca42b-c37f-477b-96db-153000825d83,data_processed_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/processed/tasks.csv,Topcoder O/R F2F - Topgear Scorecard Issue,data_etl,data_etl,completed_data_etl,success,0.0,False,0.0,,,0.0,2026-02-24T18:06:37.093432,2026-02-24T18:06:37.100618,0.007186,False,n/a,,Mentions ETL/pipeline terminology,data_etl_keywords,data_etl,data_etl,rubric_data_etl,data_etl,100.0,False,False,0.0,False,3,3,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo_fix_openai,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_fix_openai/deliverables/7daca42b-c37f-477b-96db-153000825d83_etl.md,,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_fix_openai/rubric/7daca42b-c37f-477b-96db-153000825d83_data_etl.json,,,,0.0,False,,False,True
