challengeId,name,trackType,status,baselineId,scenarioType,granularity,nodePrecision,nodeRecall,nodeF1,edgePrecision,edgeRecall,edgeF1,toolPrecision,toolRecall,toolF1,nodeLabelSimilarity,structuralSimilarityIndex,pathLengthSimilarity,complexityScore,notes
10f01117-9661-4868-bf96-d0457dac10e0,Topcoder Community App - Universal Nav - Sub page configuration,Development,Completed,dev_parallel_fine,hybrid,coarse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18,Hybrid scenario retains coarse granularity but adds selective branching.
743c9ef3-6dda-4dcd-9f43-0874001d0502,"Topcoder Community App - ""View More Challenges"" when logged out",Development,Completed,dev_parallel_fine,hybrid,coarse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18,Hybrid scenario retains coarse granularity but adds selective branching.
c90790bd-d289-42b7-bd97-4bc65d7232f5,Topcoder Community App - Remove the support modal,Development,Completed,dev_parallel_fine,hybrid,coarse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18,Hybrid scenario retains coarse granularity but adds selective branching.
558999e4-323e-4867-81b1-e989c4028a09,Topcoder Online Review - UI Issue in the edit project links page,Development,Completed,dev_sequential_coarse,sequential,coarse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,Rapid-turn sequential workflow: plan focuses on correctness over exploration.
2cbe1522-3e85-4106-a48d-e6ac1473d74a,Hypercare Task 2,Development,Completed,dev_sequential_coarse,sequential,fine,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,
774f1c4d-0ca0-4de2-ae8b-87882784f2c5,Topcoder O/R F2F - Save for later button submits the review score,Development,Completed,dev_parallel_fine,hybrid,coarse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18,Hybrid scenario retains coarse granularity but adds selective branching.
9c0e8f57-190b-4427-a78c-c722af5ca8c9,"Topcoder O/R F2F - When a review scorecard is reopened and trying to submit new review, the previously entered scores are still displayed in the card",Development,Completed,dev_parallel_fine,hybrid,coarse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18,Hybrid scenario retains coarse granularity but adds selective branching.
f71e8aa6-359f-494a-b2a7-e20cfe317cd4,Topcoder O/R F2F - Advancing screening failed submissions page is not reskinned,Development,Completed,dev_parallel_fine,hybrid,coarse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18,Hybrid scenario retains coarse granularity but adds selective branching.
b4210a15-4a64-4fd4-9073-2a3e7e71c52c,Topcoder O/R F2F - Save changes after editing score card is opening the project in a new tab,Development,Completed,dev_parallel_fine,hybrid,coarse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18,Hybrid scenario retains coarse granularity but adds selective branching.
c1d1ce40-9337-4a23-af35-af6593a969f3,Topcoder O/R F2F - Approval scorecard is not reskinned,Development,Completed,dev_parallel_fine,hybrid,fine,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18,
2c73511d-5677-4ded-9d1c-089102bacb87,Topcoder O/R F2F - Uploaded document(by the reviewer while reviewing from scorecard) is not available to download,Development,Completed,dev_parallel_fine,hybrid,coarse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18,Hybrid scenario retains coarse granularity but adds selective branching.
db84aa79-98e1-4ea2-aca1-3503d7ebac41,Topcoder O/R F2F - Error when the reviewer doing appeal responses,Development,Completed,dev_parallel_fine,hybrid,coarse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18,Hybrid scenario retains coarse granularity but adds selective branching.
f4c318a9-edff-45ab-9ccc-703fa2d80239,Topcoder O/R F2F - Unable to Approve reject challenges since the Response drop down is not selectable,Development,Completed,dev_parallel_fine,hybrid,fine,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18,
16655ff7-f1ca-4466-bd44-6e74f5f79a3f,Topcoder O/R F2F - Yes/No dropdown not appearing in scorecard,Development,Completed,dev_parallel_fine,hybrid,fine,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18,
97745303-0ae1-4196-87db-3a03c1909b13,Topcoder O/R F2F - Submissions Tab has Winners Marked in it but shouldn't,Development,Completed,dev_parallel_fine,hybrid,coarse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18,Hybrid scenario retains coarse granularity but adds selective branching.
048a71c6-7564-4b4d-9f29-2aa3e43fecfe,Topcoder O/R F2F - Winners are showing wrong in OR compared to the challenge details,Development,Completed,dev_parallel_fine,hybrid,coarse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18,Hybrid scenario retains coarse granularity but adds selective branching.
faa95748-8dbe-4d5b-87e1-b96d8073e31c,Topcoder Community App - 2 Round Challenge sporadically showing as 1 round,Development,Completed,dev_parallel_fine,hybrid,coarse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18,Hybrid scenario retains coarse granularity but adds selective branching.
abdd7dcf-38ca-47d6-a9b5-a134682bc9a8,Topcoder Community App - Checkpoint Screening and Screening Phases are not Showing before Activating the Challenge,Development,Completed,dev_parallel_fine,hybrid,coarse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18,Hybrid scenario retains coarse granularity but adds selective branching.
fba17aab-d8df-46fd-87cf-bac814c5bb97,Topcoder O/R F2F - Members cannot download submissions anymore,Development,Completed,dev_parallel_fine,hybrid,fine,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18,
5bdc4e5f-4ea0-402e-ab20-f6cfd1a49a72,Topcoder O/R F2F - How to check the payment sent status,Development,Completed,dev_parallel_fine,hybrid,coarse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18,Hybrid scenario retains coarse granularity but adds selective branching.
37a2f287-5ec5-4066-a316-46677030bf45,Topcoder O/R F2F - UI issues with deleted submissions ,Development,Completed,dev_parallel_fine,hybrid,fine,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18,
92515220-cce4-4bfb-9def-a941e03e148a,Topcoder Community App - Apply universal navigation to account settings page,Development,Completed,dev_parallel_fine,hybrid,coarse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18,Hybrid scenario retains coarse granularity but adds selective branching.
64e614a1-830c-4145-ac1a-eb688f85c2bc,"Topcoder Community App - Apply universal navigation to ""My Profile"" page",Development,Completed,dev_parallel_fine,hybrid,coarse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18,Hybrid scenario retains coarse granularity but adds selective branching.
d4138296-7ca5-40e3-86d7-b9566a6aa05c,Topcoder Community App - Apply universal navigation to Privacy Policy page,Development,Completed,dev_parallel_fine,hybrid,coarse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18,Hybrid scenario retains coarse granularity but adds selective branching.
efb49126-be30-4c9a-8185-0bf98bcc9a38,Reporting Application - API Development #1,Development,Completed,dev_parallel_fine,hybrid,fine,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18,High registrant count: inserted coordination checkpoint.
3f1b97ff-4c7e-48e9-a878-e179c630e018,"Topcoder Community App - Universal Nav: Different ""type"" for /thrive path",Development,Completed,dev_parallel_fine,hybrid,coarse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18,Hybrid scenario retains coarse granularity but adds selective branching.
8d6b260e-ba05-44a1-bbc2-5db4d53e68ec,Topcoder O/R F2F - Unable to do the checkpoint screening since the link to submit screening score is not available in checkpoint tab,Development,Completed,dev_parallel_fine,hybrid,coarse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18,Hybrid scenario retains coarse granularity but adds selective branching.
42460057-3735-4a87-9300-e22965ae6d78,Topcoder Work Manager - Universal Nav header / footer - Content Security Policy problem,Development,Completed,dev_parallel_fine,hybrid,fine,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18,
91e34246-16b8-417d-8eb6-f7dc38c9b320,"Rapid Development Match (RDM) - Practice Round, January 2023",Development,Completed,dev_parallel_fine,hybrid,fine,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18,High registrant count: inserted coordination checkpoint.
47cb585f-afb1-4bfe-aff8-946636d03122,Reporting Application - Thymeleaf Based HTML Email Templates,Development,Completed,dev_sequential_coarse,sequential,fine,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,Rapid-turn sequential workflow: plan focuses on correctness over exploration.
d8c5b3a9-2ad6-4709-917a-7ab5854ac0f4,Topcoder O/R F2F - View Completed Review Score,Development,Completed,dev_sequential_coarse,sequential,coarse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,Rapid-turn sequential workflow: plan focuses on correctness over exploration.
5a953c7c-482a-4643-aad1-f7a093da7fb9,Topcoder O/R F2F - Submit Score TextArea in Firefox,Development,Completed,dev_parallel_fine,hybrid,coarse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18,Hybrid scenario retains coarse granularity but adds selective branching.
69b2e885-4807-447c-af53-3c758b51fa87,Topcoder O/R F2F - New Nav Footer overlap with buttons,Development,Completed,dev_parallel_fine,hybrid,coarse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18,Hybrid scenario retains coarse granularity but adds selective branching.
a6b76b39-abf8-4b77-b334-c10ca0e03e0f,Topcoder O/R F2F - Edit Project Text area,Development,Completed,dev_sequential_coarse,sequential,coarse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,Rapid-turn sequential workflow: plan focuses on correctness over exploration.
2362226c-ab72-4c46-819a-37d09f9fbf16,Topcoder Work Manager - Fix submission phase display on 2 round challenge,Development,Completed,dev_parallel_fine,hybrid,fine,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18,
3a891b85-ad6c-454b-983c-30a3e4ab61a5,"Topcoder Work Manager - Change ""Success"" popup",Development,Completed,dev_parallel_fine,hybrid,coarse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18,Hybrid scenario retains coarse granularity but adds selective branching.
4fea455b-76f7-4e66-80a6-98b667d98670,Topcoder O/R F2F - Members cannot download submissions anymore,Development,Completed,dev_sequential_coarse,sequential,coarse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,
41831165-c026-4f33-b273-ee8a3f5e28eb,Topcoder O/R F2F - Edit Late Deliverables is not reskinned,Development,Completed,dev_parallel_fine,hybrid,coarse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18,Hybrid scenario retains coarse granularity but adds selective branching.
9dbf5c94-920a-4533-9c42-5075370e4694,Topcoder O/R F2F - Buttons in the Manage project page are not fully visible due to the footer,Development,Completed,dev_sequential_coarse,sequential,coarse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,Rapid-turn sequential workflow: plan focuses on correctness over exploration.
7daca42b-c37f-477b-96db-153000825d83,Topcoder O/R F2F - Topgear Scorecard Issue,Development,Completed,dev_sequential_coarse,sequential,coarse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,Rapid-turn sequential workflow: plan focuses on correctness over exploration.
7f857627-b4aa-4d37-a81d-ed674a433152,Topcoder O/R F2F - Edit Project Link Layout,Development,Completed,dev_sequential_coarse,sequential,coarse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,Rapid-turn sequential workflow: plan focuses on correctness over exploration.
1fef7b83-83ce-4eb2-a824-66f173d11b8c,ePost RX Modernisation - Fix all failed test case and improve the coverage Part 1,Development,Completed,data_science_hybrid,hybrid,fine,1.0,1.0,1.0,0.8333333333333334,1.0,0.9090909090909091,1.0,1.0,1.0,1.0,0.9545454545454546,1.0,12,
f9403b29-37cc-47a3-bda0-80d4e592f5c5,ePost RX Modernisation - Fix all failed test case and improve the coverage Part 2,Development,Completed,data_science_hybrid,hybrid,fine,1.0,1.0,1.0,0.8333333333333334,1.0,0.9090909090909091,1.0,1.0,1.0,1.0,0.9545454545454546,1.0,12,
92c5b147-7961-45e0-85da-5aefa090fe48,Topcoder O/R F2F - Generic Spec Review Scorecard Reskin,Development,Completed,dev_parallel_fine,hybrid,fine,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18,
c12f89e7-f444-407a-8d10-b14d1e26d2f0,Topcoder O/R F2F - UI issues in Late Deliverables Details page,Development,Completed,dev_parallel_fine,hybrid,coarse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18,Hybrid scenario retains coarse granularity but adds selective branching.
fc529d83-2f9e-4f3e-8c3a-7770122c1404,Topcoder O/R F2F - Buttons in some pages are not fully visible,Development,Completed,dev_parallel_fine,hybrid,coarse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18,Hybrid scenario retains coarse granularity but adds selective branching.
a2d3370b-7177-44a6-9f22-77cde66bc2ef,Topcoder O/R F2F - Topgear Scorecard Issue,Development,Completed,dev_parallel_fine,hybrid,coarse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18,Hybrid scenario retains coarse granularity but adds selective branching.
0d1aa466-da5c-4b48-b6cf-a8059cf35d6b,Topcoder O/R F2F - UI issue in the Submit response button (Data science),Development,Completed,dev_parallel_fine,hybrid,coarse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18,Hybrid scenario retains coarse granularity but adds selective branching.
d0aeaa35-702f-41ec-9522-7cd2e93f35f2,Topcoder O/R F2F - Forum link is opening error page,Development,Completed,dev_parallel_fine,hybrid,coarse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18,Hybrid scenario retains coarse granularity but adds selective branching.
f107d44d-d997-41de-8c44-c9f63b718f96,MTL-DBG-Dec22-Niti01,Development,Completed,dev_sequential_coarse,sequential,coarse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,
8e4e3cd7-2711-484a-a906-130902d02f76,Topcoder O/R F2F - View Payment Status Removed from Online Review Page,Development,Completed,dev_sequential_coarse,sequential,coarse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,Rapid-turn sequential workflow: plan focuses on correctness over exploration.
8537a7b0-42b9-4eca-bfab-1e4bec24e2fc,Topcoder O/R F2F - Login as Iterative Reviewer Breaking the Challenge Details page,Development,Completed,dev_sequential_coarse,sequential,coarse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,
5106409f-dda2-4b37-9779-17baa294783b,KT Task 1,Development,Completed,dev_sequential_coarse,sequential,coarse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,
156b30ad-dd11-4183-9626-a0daed357c57,Topcoder O/R F2F - Overlap Back to Home button,Development,Completed,dev_parallel_fine,hybrid,coarse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18,Hybrid scenario retains coarse granularity but adds selective branching.
8f7ccbd6-ac8a-4ead-8d1c-05104f4fca4f,Phase 1: AI Agent for Innovation: From Idea to Live Challenge ,Development,Completed,data_science_hybrid,hybrid,fine,0.8571428571428571,1.0,0.923076923076923,0.625,1.0,0.7692307692307693,0.875,1.0,0.9333333333333333,0.9037900874635569,0.8365104283471632,0.9333333333333333,15,High submission volume: added exploration branch for hyper-parameter sweep.
9142a4d0-2806-4ff2-b023-a69c274daac8,Topcoder Admin App - Misc Update 0601,Development,Completed,dev_sequential_coarse,sequential,fine,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,Rapid-turn sequential workflow: plan focuses on correctness over exploration.
b2217817-3aaf-478f-a73f-2817e1b348fc,Topcoder Challenge API: fix issues in Test Cases,Development,Cancelled - Requirements Infeasible,dev_sequential_coarse,sequential,fine,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,Zero submissions: emphasize exploratory tasks and fallbacks.|Rapid-turn sequential workflow: plan focuses on correctness over exploration.
4817666d-dcbe-4c62-9e32-56ade2b59b63,Topcoder Review API - Design Prisma Schema & OpenAPI Spec for Submissions API Migration,Development,Completed,dev_parallel_fine,hybrid,fine,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18,High registrant count: inserted coordination checkpoint.
28238fd9-139a-48fc-a6c7-639c7ca359b3,Topcoder Challenge API: fix issues found in Test Cases,Development,Completed,dev_parallel_fine,hybrid,fine,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18,High registrant count: inserted coordination checkpoint.
73daecb3-b1d9-459f-830f-0f5af06993dc,[72hr] TopCoder Member API: Prisma Schema Update,Development,Completed,dev_parallel_fine,hybrid,fine,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18,
44b93939-2622-4429-b8b1-3d9518f84680,Topcoder Review App - API Integration Part 1,Development,Cancelled - Failed Review,data_science_hybrid,hybrid,fine,1.0,1.0,1.0,0.8333333333333334,1.0,0.9090909090909091,1.0,1.0,1.0,1.0,0.9545454545454546,1.0,12,
755e5e35-17a1-4a26-9a07-ac733f612954,Topcoder Online Review - Manual payments not saving,Development,Cancelled - Failed Review,dev_sequential_coarse,sequential,fine,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,High registrant count: inserted coordination checkpoint.
9fa61255-3a49-4301-8077-31ef7364031a,Topcoder Admin App - Misc Update 0610,Development,Completed,dev_sequential_coarse,sequential,fine,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,
d4ab1d17-1f9e-4d06-b758-862bb57e62ef,Test123,Development,New,dev_sequential_coarse,sequential,fine,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,Zero submissions: emphasize exploratory tasks and fallbacks.
213076fc-8cb4-466c-aa38-6234146c878f,Fix Signature Handling in Outlook Add-in,Development,Cancelled - Failed Review,dev_sequential_coarse,sequential,fine,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,
326139c2-ea1f-41da-ad84-5b9543198271,Topcoder Gig Work – SAP Commerce (Hybris) Developer,Development,Cancelled - Failed Screening,dev_sequential_coarse,sequential,fine,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,
a4f17d0f-2196-4d00-8c29-3a33871da825,Topcoder Identity Service: updating AuthorizationResource with TypeScript and Postgres,Development,Completed,data_science_hybrid,hybrid,fine,1.0,1.0,1.0,0.8333333333333334,1.0,0.9090909090909091,1.0,1.0,1.0,1.0,0.9545454545454546,1.0,12,
fa187051-f7ac-4e56-8ecd-c31d61e3e961,"[GIG] Integration Technical Business Analyst – Melbourne, Australia",Development,Cancelled - Zero Submissions,dev_sequential_coarse,sequential,fine,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,Zero submissions: emphasize exploratory tasks and fallbacks.
d3df2502-e80c-49a8-96f6-ded70d59c750,[GIG] Azure Integration Developer,Development,Cancelled - Zero Submissions,dev_sequential_coarse,sequential,fine,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,Zero submissions: emphasize exploratory tasks and fallbacks.
aae4deaa-da86-4630-b64f-e2b54d7f0cf9,[GIG] Azure Cloud Engineer,Development,Cancelled - Failed Screening,data_science_hybrid,hybrid,fine,1.0,1.0,1.0,0.8333333333333334,1.0,0.9090909090909091,1.0,1.0,1.0,1.0,0.9545454545454546,1.0,12,
1ef1e3e9-30d9-4c36-b35f-ebede0ac438d,"[GIG] Azure Integration Tech Lead –  Melbourne, Australia",Development,Cancelled - Zero Submissions,data_science_hybrid,hybrid,fine,1.0,1.0,1.0,0.8333333333333334,1.0,0.9090909090909091,1.0,1.0,1.0,1.0,0.9545454545454546,1.0,12,Zero submissions: emphasize exploratory tasks and fallbacks.
bb63ec8d-e3bb-4dc8-80dd-ddf2dd84ed61,Topcoder Challenge API - Issues Fix 0613,Development,Completed,dev_parallel_fine,hybrid,fine,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18,
711c2ba8-95ce-4e89-bf28-fd389d7f6447,Topcoder Marathon Match Scorer Rebuild POC Part 2 Relaunched,Development,Completed,dev_sequential_coarse,sequential,fine,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,High registrant count: inserted coordination checkpoint.
c77d02db-c3e4-48c3-bee0-f3e2599824b7,Topcoder Member API - Update Code with Postgres Schema Part 1,Development,Completed,dev_sequential_coarse,sequential,fine,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,High registrant count: inserted coordination checkpoint.
f0a64f69-51d7-4699-8507-005b80982771,Topcoder NestJS Autopilot: Event-Based Phase Transition Implementation,Development,Completed,data_science_hybrid,hybrid,fine,1.0,1.0,1.0,0.8333333333333334,1.0,0.9090909090909091,1.0,1.0,1.0,1.0,0.9545454545454546,1.0,12,
0ffec836-a2b8-4e52-9b08-b0007bd88b82,Topcoder Ratings Processor - Rebuild with Postgres Part 1,Development,Completed,dev_sequential_coarse,sequential,fine,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,High registrant count: inserted coordination checkpoint.
dd239e92-3ee2-4451-8a3d-c8972be32937,INFORMIX NEW,Development,Completed,dev_sequential_coarse,sequential,fine,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,Zero submissions: emphasize exploratory tasks and fallbacks.
aa869b61-572c-4929-8d05-db890d5c21ce,Topcoder Resource API - add support for memberId for resource API,Development,Completed,dev_parallel_fine,hybrid,fine,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18,
f10e7e31-4050-41e7-8b71-5b362461dbd2,Test 19_06,Development,Cancelled - Client Request,dev_sequential_coarse,sequential,fine,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,Zero submissions: emphasize exploratory tasks and fallbacks.
b094c72f-4e9c-4582-9f00-4eec70d7c687,Test,Development,New,dev_sequential_coarse,sequential,fine,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,Zero submissions: emphasize exploratory tasks and fallbacks.
d1c8505f-e0eb-4026-b7f8-3c5e991e9e20,TEST INFORMIX,Development,New,dev_sequential_coarse,sequential,fine,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,Zero submissions: emphasize exploratory tasks and fallbacks.
260a233b-85e6-4e51-b45f-f28b86295d82,INFORMIX NEW DISK,Development,New,dev_sequential_coarse,sequential,fine,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,Zero submissions: emphasize exploratory tasks and fallbacks.
