task_id,dataset_id,dataset_path,title,task_type,resolved_task_type,status,error_type,pass_rate,pass_at_final,attempt_count,strategy_used,fallback_path,stagnation_events,start_time,end_time,duration_seconds,tests_provided,tests_source,tests_path,router_rationale,router_heuristics,solver_used,solver_name,verifier_type,verifier_name,verifier_score,used_synthesized_tests,self_check_only,self_check_pass_rate,self_check_passed,memory_hint_count,memory_hints_retrieved,artifact_path,unit_test_report_path,deliverable_path,patch_path,repo_log_path,rubric_path,classification_path,verification_path,reflections_path,raw_agent_response_path,repaired_agent_response_path,failure_signature,failing_tests,last_error,llm_calls_used,timed_out,timeout_reason,unit_test_success,deliverable_success
37515489-2139-4996-9fe6-4ed09ce637be,data_raw_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/raw/tasks.csv,test chlng,non_actionable,architecture_doc,failed_architecture_doc,failed_rubric,0.0,False,0.0,,,0.0,2026-02-24T19:55:49.510852,2026-02-24T19:56:01.612754,12.101902,False,n/a,,Insufficient details to act on,missing_statement,architecture_doc,architecture_doc,rubric_architecture_doc,architecture_doc,77.5,False,False,0.0,False,3,3,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo_gate,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_gate/deliverables/37515489-2139-4996-9fe6-4ed09ce637be.md,,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_gate/rubric/37515489-2139-4996-9fe6-4ed09ce637be_architecture_doc.json,,,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_gate/deliverables/37515489-2139-4996-9fe6-4ed09ce637be_agent_raw.txt,,,,,1.0,False,,False,False
e8231040-e63f-40c4-980c-eb815062aeec,data_raw_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/raw/tasks.csv,Topcoder Online Review - Logged out user is not shown as logged out in the uni nav on the List Project page,data_etl,data_etl,completed_data_etl,success,0.0,False,0.0,,,0.0,2026-02-24T19:56:01.613413,2026-02-24T19:56:08.173647,6.560234,False,n/a,,Mentions ETL/pipeline terminology,data_etl_keywords,data_etl,data_etl,rubric_data_etl,data_etl,92.0,False,False,0.0,False,3,3,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo_gate,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_gate/deliverables/e8231040-e63f-40c4-980c-eb815062aeec_etl.md,,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_gate/rubric/e8231040-e63f-40c4-980c-eb815062aeec_data_etl.json,,,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_gate/deliverables/e8231040-e63f-40c4-980c-eb815062aeec_agent_raw.txt,,,,,1.0,False,,False,True
92515220-cce4-4bfb-9def-a941e03e148a,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,Topcoder Community App - Apply universal navigation to account settings page,api_backend,api_backend,completed_patch,success,0.0,False,0.0,,,0.0,2026-02-24T19:56:08.173928,2026-02-24T19:56:17.960599,9.786671,False,n/a,,Describes backend/API endpoints,api_keywords,repo_patch,repo_patch,rubric_repo_patch,repo_patch,92.0,False,False,0.0,False,3,3,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo_gate,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_gate/deliverables/92515220-cce4-4bfb-9def-a941e03e148a_patch.md,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_gate/patches/92515220-cce4-4bfb-9def-a941e03e148a.diff,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_gate/repo_logs/92515220-cce4-4bfb-9def-a941e03e148a.json,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_gate/rubric/92515220-cce4-4bfb-9def-a941e03e148a_repo_patch.json,,,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_gate/deliverables/92515220-cce4-4bfb-9def-a941e03e148a_agent_raw.txt,,,,,1.0,False,,False,True
5bdc4e5f-4ea0-402e-ab20-f6cfd1a49a72,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,Topcoder O/R F2F - How to check the payment sent status,data_etl,data_etl,completed_data_etl,success,0.0,False,0.0,,,0.0,2026-02-24T19:56:17.960764,2026-02-24T19:56:28.607478,10.646714,False,n/a,,Mentions ETL/pipeline terminology,data_etl_keywords,data_etl,data_etl,rubric_data_etl,data_etl,100.0,False,False,0.0,False,3,3,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo_gate,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_gate/deliverables/5bdc4e5f-4ea0-402e-ab20-f6cfd1a49a72_etl.md,,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_gate/rubric/5bdc4e5f-4ea0-402e-ab20-f6cfd1a49a72_data_etl.json,,,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_gate/deliverables/5bdc4e5f-4ea0-402e-ab20-f6cfd1a49a72_agent_raw.txt,,,,,1.0,False,,False,True
0c406e64-e1db-422b-ac9a-cdcf7523320f,challenge_data_challengeData_2025-06-01_2025-10-08_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page1.json,Topcoder Admin App - Consolidate Skills Manager,non_actionable,architecture_doc,failed_architecture_doc,failed_rubric,0.0,False,0.0,,,0.0,2026-02-24T19:56:28.607729,2026-02-24T19:56:38.479596,9.871867,False,n/a,,Detected hiring/recruiting language,hiring_signal,architecture_doc,architecture_doc,rubric_architecture_doc,architecture_doc,32.0,False,False,0.0,False,3,3,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo_gate,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_gate/deliverables/0c406e64-e1db-422b-ac9a-cdcf7523320f.md,,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_gate/rubric/0c406e64-e1db-422b-ac9a-cdcf7523320f_architecture_doc.json,,,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_gate/deliverables/0c406e64-e1db-422b-ac9a-cdcf7523320f_agent_raw.txt,,,,,1.0,False,,False,False
30377279,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,Test challenge 26_06,non_actionable,architecture_doc,completed_architecture_doc,success,0.0,False,0.0,,,0.0,2026-02-24T19:56:38.480376,2026-02-24T19:56:48.915485,10.435109,False,n/a,,Detected short screening/test challenge without requirements,test_challenge_stub,architecture_doc,architecture_doc,rubric_architecture_doc,architecture_doc,92.0,False,False,0.0,False,3,3,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo_gate,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_gate/deliverables/30377279.md,,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_gate/rubric/30377279_architecture_doc.json,,,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_gate/deliverables/30377279_agent_raw.txt,,,,,1.0,False,,False,True
305e0763-dd63-4883-9133-55504503953d,data_processed_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/processed/tasks.csv,Hard | Topcoder Skill Builder Competition | ReactJS  | Annotations,data_etl,data_etl,completed_data_etl,success,0.0,False,0.0,,,0.0,2026-02-24T19:56:48.915626,2026-02-24T19:57:00.287694,11.372068,False,n/a,,Mentions ETL/pipeline terminology,data_etl_keywords,data_etl,data_etl,rubric_data_etl,data_etl,92.0,False,False,0.0,False,3,3,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo_gate,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_gate/deliverables/305e0763-dd63-4883-9133-55504503953d_etl.md,,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_gate/rubric/305e0763-dd63-4883-9133-55504503953d_data_etl.json,,,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_gate/deliverables/305e0763-dd63-4883-9133-55504503953d_agent_raw.txt,,,,,1.0,False,,False,True
56b3df85-e4f4-40ab-a975-2a9e6810866e,data_raw_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/raw/tasks.csv,Topcoder Review API - Challenge and Resource API Integration,non_actionable,architecture_doc,failed_architecture_doc,deliverable_parse_error,0.0,False,0.0,,,0.0,2026-02-24T19:57:00.287932,2026-02-24T19:57:22.506604,22.218672,False,n/a,,Detected hiring/recruiting language,hiring_signal,architecture_doc,architecture_doc,rubric_architecture_doc,architecture_doc,0.0,False,False,0.0,False,3,3,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo_gate,,,,,,,,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_gate/deliverables/56b3df85-e4f4-40ab-a975-2a9e6810866e_agent_raw.txt,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_gate/deliverables/56b3df85-e4f4-40ab-a975-2a9e6810866e_agent_repair.txt,,,,2.0,False,,False,False
array_sum_stress,experiments_decomposition_benchmark_tasks.json,/Users/karanallagh/Desktop/DataCollector/experiments/decomposition/benchmark_tasks.json,Array Sum (stress),algo_coding,algo_coding,success,success,1.0,True,1.0,contract_first,contract_first,0.0,2026-02-24T19:57:22.507338,2026-02-24T19:57:28.740484,6.233146,True,provided,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_gate/extracted_tests/array_sum_stress.json,Executable tests were provided,metadata_tests,algo_coding,algo_coding,unit_tests,unit_tests,100.0,False,False,0.0,False,3,3,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo_gate,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_gate/unit_tests/array_sum_stress.json,,,,,,,,,,,,,2.0,False,,True,False
faa95748-8dbe-4d5b-87e1-b96d8073e31c,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,Topcoder Community App - 2 Round Challenge sporadically showing as 1 round,api_backend,api_backend,completed_patch,success,0.0,False,0.0,,,0.0,2026-02-24T19:57:28.740821,2026-02-24T19:57:39.511215,10.770394,False,n/a,,Describes backend/API endpoints,api_keywords,repo_patch,repo_patch,rubric_repo_patch,repo_patch,92.0,False,False,0.0,False,3,3,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo_gate,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_gate/deliverables/faa95748-8dbe-4d5b-87e1-b96d8073e31c_patch.md,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_gate/patches/faa95748-8dbe-4d5b-87e1-b96d8073e31c.diff,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_gate/repo_logs/faa95748-8dbe-4d5b-87e1-b96d8073e31c.json,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_gate/rubric/faa95748-8dbe-4d5b-87e1-b96d8073e31c_repo_patch.json,,,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_gate/deliverables/faa95748-8dbe-4d5b-87e1-b96d8073e31c_agent_raw.txt,,,,,1.0,False,,False,True
155973f9-8d1b-41d2-b55f-7e7950552118,data_raw_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/raw/tasks.csv,Developer Opportunity for FICO Falcon Engineer,non_actionable,architecture_doc,failed_architecture_doc,deliverable_parse_error,0.0,False,0.0,,,0.0,2026-02-24T19:57:39.511791,2026-02-24T19:58:02.647816,23.136025,False,n/a,,Detected hiring/recruiting language,hiring_signal,architecture_doc,architecture_doc,rubric_architecture_doc,architecture_doc,0.0,False,False,0.0,False,3,3,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo_gate,,,,,,,,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_gate/deliverables/155973f9-8d1b-41d2-b55f-7e7950552118_agent_raw.txt,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_gate/deliverables/155973f9-8d1b-41d2-b55f-7e7950552118_agent_repair.txt,,,,2.0,False,,False,False
30377081,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,[GIG] Azure Integration Developer,non_actionable,architecture_doc,failed_architecture_doc,deliverable_parse_error,0.0,False,0.0,,,0.0,2026-02-24T19:58:02.648253,2026-02-24T19:58:34.699998,32.051745,False,n/a,,Detected hiring/recruiting language,hiring_signal,architecture_doc,architecture_doc,rubric_architecture_doc,architecture_doc,0.0,False,False,0.0,False,3,3,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo_gate,,,,,,,,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_gate/deliverables/30377081_agent_raw.txt,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_gate/deliverables/30377081_agent_repair.txt,,,,2.0,False,,False,False
b0e66fb3-6bce-48c8-929f-9d8bebc76885,data_raw_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/raw/tasks.csv,Topcoder Community App - Remove perpetual scrolling on Activity Feed page while logged out,api_backend,api_backend,completed_patch,success,0.0,False,0.0,,,0.0,2026-02-24T19:58:34.700817,2026-02-24T19:58:48.734087,14.03327,False,n/a,,Describes backend/API endpoints,api_keywords,repo_patch,repo_patch,rubric_repo_patch,repo_patch,92.0,False,False,0.0,False,3,3,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo_gate,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_gate/deliverables/b0e66fb3-6bce-48c8-929f-9d8bebc76885_patch.md,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_gate/patches/b0e66fb3-6bce-48c8-929f-9d8bebc76885.diff,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_gate/repo_logs/b0e66fb3-6bce-48c8-929f-9d8bebc76885.json,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_gate/rubric/b0e66fb3-6bce-48c8-929f-9d8bebc76885_repo_patch.json,,,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_gate/deliverables/b0e66fb3-6bce-48c8-929f-9d8bebc76885_agent_raw.txt,,,,,1.0,False,,False,True
30377290,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,"Native Language Specialists – Japanese, Korean, and French (3-Month GIG Contract)",non_actionable,architecture_doc,failed_architecture_doc,failed_rubric,0.0,False,0.0,,,0.0,2026-02-24T19:58:48.734328,2026-02-24T19:59:06.347012,17.612684,False,n/a,,Detected hiring/recruiting language,hiring_signal,architecture_doc,architecture_doc,rubric_architecture_doc,architecture_doc,40.0,False,False,0.0,False,3,3,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo_gate,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_gate/deliverables/30377290.md,,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_gate/rubric/30377290_architecture_doc.json,,,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_gate/deliverables/30377290_agent_raw.txt,,,,,1.0,False,,False,False
3f1b97ff-4c7e-48e9-a878-e179c630e018,data_raw_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/raw/tasks.csv,"Topcoder Community App - Universal Nav: Different ""type"" for /thrive path",api_backend,api_backend,completed_patch,success,0.0,False,0.0,,,0.0,2026-02-24T19:59:06.347533,2026-02-24T19:59:20.478389,14.130856,False,n/a,,Describes backend/API endpoints,api_keywords,repo_patch,repo_patch,rubric_repo_patch,repo_patch,92.0,False,False,0.0,False,3,3,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo_gate,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_gate/deliverables/3f1b97ff-4c7e-48e9-a878-e179c630e018_patch.md,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_gate/patches/3f1b97ff-4c7e-48e9-a878-e179c630e018.diff,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_gate/repo_logs/3f1b97ff-4c7e-48e9-a878-e179c630e018.json,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_gate/rubric/3f1b97ff-4c7e-48e9-a878-e179c630e018_repo_patch.json,,,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_gate/deliverables/3f1b97ff-4c7e-48e9-a878-e179c630e018_agent_raw.txt,,,,,1.0,False,,False,True
