task_id,title,description,tags,tech_stack,prize,difficulty,duration,posted_time,deadline,platform,track,company,num_registrants,num_submissions,has_winner,starved,dropped,failed,winning_score,duration_days,market_bucket,local_time_load,tags_vector
10f01117-9661-4868-bf96-d0457dac10e0,Topcoder Community App - Universal Nav - Sub page configuration,"### Overview

The Topcoder Community App is the main application used to display challenges, handle registration, and accept submissions on the Topcoder platform.

You can find the source code here:

https://github.com/topcoder-platform/community-app

### Local deployment

Instructions for deploying and building the community app locally can be found here:

https://platform-ui.topcoder.com/dev-center/getting-started

### Issue
The full requirements can be found here:

https://github.com/topcoder-platform/community-app/issues/6774

### Submission

Your submission should be a git patch file against commit hash 7031e3f3 in the `universal_nav` branch

","ReactJS,JavaScript,HTML,CSS","ReactJS,JavaScript,HTML,CSS",50.0,3,0,2023-01-10 06:44:49+00:00,2023-01-10 21:30:00+00:00,Topcoder,Development,37448,9,6,1,0,0,0,100.0,0,2023-01,64,"['ReactJS', 'JavaScript', 'HTML', 'CSS']"
743c9ef3-6dda-4dcd-9f43-0874001d0502,"Topcoder Community App - ""View More Challenges"" when logged out","### Overview

The Topcoder Community App is the main application used to display challenges, handle registration, and accept submissions on the Topcoder platform.

You can find the source code here:

https://github.com/topcoder-platform/community-app

### Local deployment

Instructions for deploying and building the community app locally can be found here:

https://platform-ui.topcoder.com/dev-center/getting-started

### Issue
The full requirements can be found here:

https://github.com/topcoder-platform/community-app/issues/6775

### Submission

Your submission should be a git patch file against commit hash 7031e3f3 in the `universal_nav` branch

","ReactJS,JavaScript,HTML,CSS","ReactJS,JavaScript,HTML,CSS",25.0,3,0,2023-01-10 06:44:49+00:00,2023-01-10 20:44:00+00:00,Topcoder,Development,35478,8,5,1,0,0,0,100.0,0,2023-01,64,"['ReactJS', 'JavaScript', 'HTML', 'CSS']"
c90790bd-d289-42b7-bd97-4bc65d7232f5,Topcoder Community App - Remove the support modal,"### Overview

The Topcoder Community App is the main application used to display challenges, handle registration, and accept submissions on the Topcoder platform.

You can find the source code here:

https://github.com/topcoder-platform/community-app

### Local deployment

Instructions for deploying and building the community app locally can be found here:

https://platform-ui.topcoder.com/dev-center/getting-started

### Issue
The full requirements can be found here:

https://github.com/topcoder-platform/community-app/issues/6776

### Submission

Your submission should be a git patch file against commit hash 7031e3f3 in the `universal_nav` branch

","ReactJS,JavaScript,HTML,CSS","ReactJS,JavaScript,HTML,CSS",30.0,3,0,2023-01-10 06:48:12+00:00,2023-01-10 21:10:01+00:00,Topcoder,Development,35478,14,5,1,0,0,0,100.0,0,2023-01,64,"['ReactJS', 'JavaScript', 'HTML', 'CSS']"
558999e4-323e-4867-81b1-e989c4028a09,Topcoder Online Review - UI Issue in the edit project links page,"#### Basic requirements for this challenge: 
* Fix the Topcoder Online Review based on requirements below

#### General Requirements & How to Setup
* https://docs.google.com/document/d/15Bk8daay8FDAsKeWPhv4fUx6eMtMq5Jn9aezlVNqfqw/edit?usp=sharing  


#### F2F Requirements
* See the ticket logged here:  https://github.com/topcoder-platform/tc-online-review/issues/235

#### What To Submit?
* Upload git patch as zip file based on latest commit of reskin-or: https://github.com/topcoder-platform/tc-online-review/tree/universal-nav
* Keep updating your branch with the latest version
* Make sure to mention the exact commit so we can apply your patch file. 
* Do not change the space/unnecessary updates to all files
* Do not break existing functions","JavaScript,HTML,CSS","JavaScript,HTML,CSS",40.0,3,0,2023-01-11 00:13:58+00:00,2023-01-11 08:55:03+00:00,Topcoder,Development,37448,8,3,1,0,0,0,100.0,0,2023-01,64,"['JavaScript', 'HTML', 'CSS']"
2cbe1522-3e85-4106-a48d-e6ac1473d74a,Hypercare Task 2,"Task2: Golive, Hyercare support for CLM enhancements
As per project guidelines",SAP Sourcing and CLM,SAP Sourcing and CLM,50.0,3,19,2023-01-11 08:53:33+00:00,2023-01-30 14:47:25+00:00,Topcoder,Development,38557,4,1,1,0,0,0,100.0,19,2023-01,64,['SAP Sourcing and CLM']
774f1c4d-0ca0-4de2-ae8b-87882784f2c5,Topcoder O/R F2F - Save for later button submits the review score,"#### Design Assets & Downloadable
* Figma contains downloadable assets and style guidance:  https://www.figma.com/file/WDmII42s0WSC3PMyKohrot/Payments-Track-Reskin?node-id=4157%3A11532 

#### General Requirements & How to Setup
https://docs.google.com/document/d/15Bk8daay8FDAsKeWPhv4fUx6eMtMq5Jn9aezlVNqfqw/edit?usp=sharing  

#### F2F Requirements
* Created a Data science challenge and proceeded up to review
* Reviewer reviewed the submission and filled the scorecard
* Then the reviewer clicked Save for later button
* Expected: The score should not be submitted, but it is being submitted now
* Note: This issue is common to all review scorecards including screening score cards)

**Video/Screenshot**: https://drive.google.com/file/d/1-Epy6Ac2Lasi9NGzr8EDKZzEMnlKIt_m/view?usp=share_link 

#### What To Submit?
* Create new patch based on the latest reskin-or-only
* Do not change the space/unnecessary updates to all files
* Do not break existing functions
","Java,Maven,Docker,JSP","Java,Maven,Docker,JSP",80.0,3,1,2023-01-11 11:45:55+00:00,2023-01-13 09:36:53+00:00,Topcoder,Development,35478,4,1,1,0,0,0,100.0,1,2023-01,64,"['Java', 'Maven', 'Docker', 'JSP']"
9c0e8f57-190b-4427-a78c-c722af5ca8c9,"Topcoder O/R F2F - When a review scorecard is reopened and trying to submit new review, the previously entered scores are still displayed in the card","#### Design Assets & Downloadable
* Figma contains downloadable assets and style guidance:  https://www.figma.com/file/WDmII42s0WSC3PMyKohrot/Payments-Track-Reskin?node-id=4157%3A11532 

#### General Requirements & How to Setup
https://docs.google.com/document/d/15Bk8daay8FDAsKeWPhv4fUx6eMtMq5Jn9aezlVNqfqw/edit?usp=sharing  

#### F2F Requirements
* Created a Data science challenge and proceeded upto review
* Reviewer reviewed the submission and completed the scorecard
* Then the reviewer reopened it and click Submit review link
* The scorecard is opening with the previous scores and comments. Fill scorecard option is not working at this time too

**Video/Screenshot:** https://drive.google.com/file/d/1cJHqs0ykDiMl3cOt2k0SsxtHI2bZnSHA/view?usp=share_link 

#### What To Submit?
* Create new patch based on the latest reskin-or-only
* Do not change the space/unnecessary updates to all files
* Do not break existing functions

 
 
","Java,Maven,Docker,JSP","Java,Maven,Docker,JSP",80.0,3,1,2023-01-11 11:46:06+00:00,2023-01-13 09:21:04+00:00,Topcoder,Development,35478,4,1,1,0,0,0,100.0,1,2023-01,64,"['Java', 'Maven', 'Docker', 'JSP']"
f71e8aa6-359f-494a-b2a7-e20cfe317cd4,Topcoder O/R F2F - Advancing screening failed submissions page is not reskinned,"#### Design Assets & Downloadable
* Figma contains downloadable assets and style guidance:  https://www.figma.com/file/WDmII42s0WSC3PMyKohrot/Payments-Track-Reskin?node-id=4157%3A11532 

#### General Requirements & How to Setup
* https://docs.google.com/document/d/15Bk8daay8FDAsKeWPhv4fUx6eMtMq5Jn9aezlVNqfqw/edit?usp=sharing  

#### F2F Requirements
* Fail a submission in screening phase
* Click Advance button in front of it
* Advancing screening failed submissions page is not reskinned

**Video/Screenshot:** https://drive.google.com/file/d/1ceHB6S5ZkOu0AO55H870-GuEHczUQ6I_/view?usp=share_link 

#### What To Submit?
* Create new patch based on the latest reskin-or-only
* Do not change the space/unnecessary updates to all files
* Do not break existing functions

 
","Java,Maven,Docker,JSP","Java,Maven,Docker,JSP",100.0,3,1,2023-01-11 11:46:08+00:00,2023-01-13 09:03:02+00:00,Topcoder,Development,35478,4,3,1,0,0,0,100.0,1,2023-01,64,"['Java', 'Maven', 'Docker', 'JSP']"
b4210a15-4a64-4fd4-9073-2a3e7e71c52c,Topcoder O/R F2F - Save changes after editing score card is opening the project in a new tab,"#### Design Assets & Downloadable
* Figma contains downloadable assets and style guidance:  https://www.figma.com/file/WDmII42s0WSC3PMyKohrot/Payments-Track-Reskin?node-id=4157%3A11532 

#### General Requirements & How to Setup
* https://docs.google.com/document/d/15Bk8daay8FDAsKeWPhv4fUx6eMtMq5Jn9aezlVNqfqw/edit?usp=sharing  

#### F2F Requirements
* Created a Design multi round challenge
* Proceed up to Review(fill the review scorecards)
* Click on the review score
* Click Edit scorecard
* Change the rating and click Save button
* It’s opening the project in a new tab while the edit scorecard page is opened in previous tab
**Video/Screenshot:**  https://drive.google.com/file/d/1q-GxceTlsqPemZHrudFr8dCJ_n5LQpFX/view?usp=share_link 

#### What To Submit?
* Create new patch based on the latest reskin-or-only
* Do not change the space/unnecessary updates to all files
* Do not break existing functions
 
","Java,Maven,Docker,JSP","Java,Maven,Docker,JSP",60.0,3,1,2023-01-11 11:46:10+00:00,2023-01-13 09:03:06+00:00,Topcoder,Development,35478,5,1,1,0,0,0,100.0,1,2023-01,64,"['Java', 'Maven', 'Docker', 'JSP']"
c1d1ce40-9337-4a23-af35-af6593a969f3,Topcoder O/R F2F - Approval scorecard is not reskinned,"#### Design Assets & Downloadable
* Figma contains downloadable assets and style guidance:  https://www.figma.com/file/WDmII42s0WSC3PMyKohrot/Payments-Track-Reskin?node-id=4157%3A11532 

#### General Requirements & How to Setup
* https://docs.google.com/document/d/15Bk8daay8FDAsKeWPhv4fUx6eMtMq5Jn9aezlVNqfqw/edit?usp=sharing  

#### F2F Requirements
* Approval scorecard is not reskinned
* Video/Screenshot:  https://drive.google.com/file/d/1xD2digkRfzA9-iTtwYVcWtg9OlMm5b8F/view?usp=share_link 

#### What To Submit?
* Create new patch based on the latest reskin-or-only
* Do not change the space/unnecessary updates to all files
* Do not break existing functions
* ","Java,Maven,Docker,JSP","Java,Maven,Docker,JSP",100.0,3,4,2023-01-11 11:46:12+00:00,2023-01-16 10:13:29+00:00,Topcoder,Development,35478,6,1,1,0,0,0,100.0,4,2023-01,64,"['Java', 'Maven', 'Docker', 'JSP']"
2c73511d-5677-4ded-9d1c-089102bacb87,Topcoder O/R F2F - Uploaded document(by the reviewer while reviewing from scorecard) is not available to download,"#### Design Assets & Downloadable
* Figma contains downloadable assets and style guidance:  https://www.figma.com/file/WDmII42s0WSC3PMyKohrot/Payments-Track-Reskin?node-id=4157%3A11532 

#### General Requirements & How to Setup
* https://docs.google.com/document/d/15Bk8daay8FDAsKeWPhv4fUx6eMtMq5Jn9aezlVNqfqw/edit?usp=sharing  

#### F2F Requirements
* Uploaded document(by the reviewer while reviewing from scorecard) is not available to download
* Compare old app: https://drive.google.com/file/d/1ALA_vwSl0r4vPBGZ_CSlDaFhz1FYC67z/view?usp=share_link VS new app: https://drive.google.com/file/d/1qQxFQj0z2NAMiaxdv4RJvNi2fO2_tKdB/view?usp=share_link 

#### What To Submit?
* Create new patch based on the latest reskin-or-only
* Do not change the space/unnecessary updates to all files
* Do not break existing functions

 
","Java,Maven,Docker,JSP","Java,Maven,Docker,JSP",80.0,3,1,2023-01-11 11:46:13+00:00,2023-01-13 08:47:08+00:00,Topcoder,Development,35478,3,2,1,0,0,0,100.0,1,2023-01,64,"['Java', 'Maven', 'Docker', 'JSP']"
